PRODUCT DESCRIPTION,IMPORTER,IMPORTER ENTITY,SHIPPER,ARRIVAL DATE,GROSS WEIGHT (LB),GROSS WEIGHT (KG),FOREIGN PORT,US PORT,VESSEL NAME,COUNTRY OF ORIGIN,MARKS &AMP; NUMBERS,CONSIGNEE ADDRESS,SHIPPER ADDRESS,ZIP CODE,NO. OF CONTAINERS,CONTAINER NUMBER,CONTAINER TYPE,QUANTITY,QUANTITY UNIT,MEASUREMENT,MEASUREMENT UNIT,BILL OF LADING,HOUSE VS MASTER,MASTER B/L,VOYAGE NUMBER,SEAL,SHIP REGISTERED IN,IN-BOND ENTRY TYPE,CARRIER CODE,CARRIER NAME,CARRIER CITY,CARRIER STATE,CARRIER ZIP,CARRIER ADDRESS,NOTIFY PARTY,NOTIFY ADDRESS,PLACE OF RECEIPT
ROUGH SAWN GREENHEART LUMBER - 7104BM ALL DUNNAGE IS FUMIGATED WITH LUMBER IN CONTAINER AS PER SHIPPER FREIGHT COLLECT ALL LOCAL CHARGES AT DESTINATION FOR CONSIGNEE'S ACCOUNT SAID TO BE SAID TO WEIGH,WILLIAM G MOORE & SON INC,WILLIAM G. MOORE & SON INC,VARIETY WOODS & GREENHEART LTD,03/31/2025,54784,24902,Cartagena,"New York/Newark Area, Newark, New Jersey",ZIM ARIES,Colombia,WGM 9541 P.O.G/ WAXED ENDS,"OF DELAWARE 218 SCHANCK ROAD, PO BOX 6309 FREEHOLD, NEW JERSEY 07728, U.S.A TEL#732-303-6049 FAX:732-303-6075","99 LALUNI STREET, QUEENSTOWN GEORGETOWN GUYANA 592-226-8556", ,1,ZCSU7090433,4500,37,PCS,592,CF,ZIMUGTG0020254, , ,5W,CETO194164 A4231548444,LIBERIA, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,WILLIAM G MOORE & SON INC,"OF DELAWARE 218 SCHANCK ROAD, PO BOX 6309 FREEHOLD, NEW JERSEY 07728, U.S.A TEL#732-303-6049 FAX:732-303-6075",GEORGETOWN - GUYA
ROUGH SAWN GREENHEART LUMBER - 7104BM ALL DUNNAGE IS FUMIGATED WITH LUMBER IN CONTAINER AS PER SHIPPER FREIGHT COLLECT ALL LOCAL CHARGES AT DESTINATION FOR CONSIGNEE'S ACCOUNT SAID TO BE SAID TO WEIGH,WILLIAM G MOORE & SON INC,WILLIAM G. MOORE & SON INC,VARIETY WOODS & GREENHEART LTD,03/31/2025,56151,25523,Cartagena,"New York/Newark Area, Newark, New Jersey",ZIM ARIES,Colombia,WGM 9541 P.O.G/ WAXED ENDS,"OF DELAWARE 218 SCHANCK ROAD, PO BOX 6309 FREEHOLD, NEW JERSEY 07728, U.S.A TEL#732-303-6049 FAX:732-303-6075","99 LALUNI STREET, QUEENSTOWN GEORGETOWN GUYANA 592-226-8556", ,1,ZCSU7616507,4500,37,PCS,592,CF,ZIMUGTG0020262, , ,5W,CETO194187 A4231548433,LIBERIA, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,WILLIAM G MOORE & SON INC,"OF DELAWARE 218 SCHANCK ROAD, PO BOX 6309 FREEHOLD, NEW JERSEY 07728, U.S.A TEL#732-303-6049 FAX:732-303-6075",GEORGETOWN - GUYA
18 PIECES - GREENHEART PILES 14 -17 BUTT X 4 FREIGHT COLLECT 18 PIECES - GREENHEART PILES 14 -17 BUTT X 4,"BASILICATO NORTH AMERICA, LLC",BASILICATO NORTH AMERICA LLC,WOODPECKER TIMBERS,03/28/2025,127024,57738,Port Bustamante,"Port Everglades, Florida",CMA CGM VENTANIA,Jamaica,NO MARKS NO MARKS,"1001 S. MYRTLE AVE. SUITE 1 CLEARWATER, FL 33756 USA",BLOCK 'BR' T HUIS'TE COVERDEN EAST BANK DEMERARA GUYANA TE SOUTH AMERICA,33756,2,ECMU8109525 ECMU8155710,9500 9500,36,PCS,0,CM,CMDUCUY0113977, , ,0AGHH,194320 C7950501 194308 C7950502,PORTUGAL, ,CMDU,COMPAGNIE MARITIME D-AFFRETEMENT,NORFOLK,VA,23502,5701 LAKE WRIGHT DR,-NOT AVAILABLE-,-NOT AVAILABLE-,"GEORGETOWN, GY"
ROUGH SAWN GREENHEART LUMBER ROUGH SAWN GREENHEART LUMBER,LUMBER DECKING COMPANY DBA TROPICAL,THE LUMBER DECKING COMPANY,SOUTH AMERICA LUMBER,03/25/2025,135142,61428,Port Bustamante,"Charleston, South Carolina",ZIM MOUNT RAINIER,Jamaica,NO MARKS NO NUMBERS NO MARKS NO NUMBERS,"FOREST PRODUCTS 13876 SW 56 STREET # 175 MIAMI FLORIDA, 33175-6021 U.S.A. TEL #: 905-672-8000",44 WAIAKABRA LINDEN SOESDYKE HIGHWAY GUYANA,33175-6021,2,ZCSU7701471 TGBU7127604,4500 4500,480,PCS,1439,CF,ZIMUGTG0020231, , ,7W,CETO194017 A4231561957 CETO194016 A4231561956,HONG KONG, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,LUMBER DECKING COMPANY,EMAIL: USAIROCEAN@WILLSONINTL.COM IMPORTS@TFPWOOD.COM SANGEE@TFPWOOD.COM FERNANDA@TFPWOOD.COM,GEORGETOWN - GUYA
FREIGHT COLLECT ROUGH SAWN GREENHEART LUMBER - 8064BM/19.02CB,EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,VARIETY WOODS GREENHEART LTD,03/22/2025,63712,28960,Port Bustamante,"New York, New York",MARFRET GUYANE,Jamaica,EFPI PO 55649/55660 /POG/WAXED ENDS,"PO BOX 922 578 SOUND AVENUE WADING RIVER, NY 11792 TE UNITED STATES",99 LALUNI STREET QUEENSTOWN GEORGETOWN TE GUYANA,11792,1,TCLU8550850,4500,206,PCS,0,CM,CMDUCUY0113832, , ,0UAJT,C7698713 CETO193957,FRANCE, ,CMDU,COMPAGNIE MARITIME D-AFFRETEMENT,NORFOLK,VA,23502,5701 LAKE WRIGHT DR,EVERGREEN FOREST PRODUCTS INC,"PO BOX 922 578 SOUND AVENUE WADING RIVER, NY 11792","GEORGETOWN, GY"
FREIGHT COLLECT ROUGH SAWN GREENHEART LUMBER - 8032BM/18.94CB,EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,VARIETY WOODS GREENHEART LTD,03/22/2025,62524,28420,Port Bustamante,"New York, New York",CMA CGM HOMERE,Jamaica,EFPI PO 55649/55660/POG/ WAXED ENDS,"PO BOX 922 578 SOUND AVENUE WADING RIVER, NY 11792 TE USA",99 LALUNI STREET QUEENSTOWN GEORGETOWN GUYANA,11792,1,TCNU5859890,4500,246,PCS,0,CM,CMDUCUY0113972, , ,0UAJV,C7950496 CETO194319,INDONESIA, ,CMDU,COMPAGNIE MARITIME D-AFFRETEMENT,NORFOLK,VA,23502,5701 LAKE WRIGHT DR,EVERGREEN FOREST PRODUCTS INC,"PO BOX 922 578 SOUND AVENUE WADING RIVER, NY 11792","GEORGETOWN, GY"
"01 PIECES - GREENHEART PILES 1 1 BUTT X 16' 11 PIECES - GRE ENHEART PILES 10-11 BUTT X 2 0' 35 PIECES - GREENHEART PIL ES 10-11 BUTT X 25' 07 PIEC ES - GREENHEART PILES 12-13 BUTT X 20' 13 PIECES - GREENH, EART PILES 12-14 BUTT X 25'","BASILICATO NORTH AMERICA, LLC",BASILICATO NORTH AMERICA LLC,WOODPECKER TIMBERS,03/17/2025,58786,26721,Puerto Manzanillo,"Philadelphia, Pennsylvania",POLAR MEXICO,Panama,N/M,"1001 S. MYRTLE AVE. SUITE 1 CLEARWATER, FL 33756 USA 17275813593",BLOCK 'BR' THUIS'TE COVERDEN EAST BANK DEMERARA GUYANA 5926886579,33756,1,TGBU6764505,4EB0,67,PCS,23,CM,MAEU249809687, , ,510N,193886 PA0467051,SINGAPORE, ,MAEU,MAERSK LINE,MADISON,NJ,07940-0880,"2 GIRALDA FARMS, MADISON AVE.",-NOT AVAILABLE-,-NOT AVAILABLE-,GEORGETOWN
"BUNDLE # 1 20 PIECES - GREENH EART TIMBER ROUGH 3 X 10 X 9 ' BUNDLE # 2 20 PIECES - GRE ENHEART TIMBER ROUGH 3 X 10 X 9' BUNDLE # 3 20 PIECES - GREENHEART TIMBER ROUGH 3 X 1 0 X 9' BUNDLE # 4 20 PIECES, - GREENHEART TIMBER ROUGH 3 X 10 X 9' BUNDLE # 5 20 PIE CES - GREENHEART TIMBER ROUGH 3 X 10 X 9' BUNDLE # 6 20 PIECES - GREENHEART TIMBER ROU GH 3 X 10 X 9' BUNDLE # 7 20 PIECES - GREENHEART TIMBER ROUGH 3 X 10 X 9' BUNDLE #8 20 PIECES - GREENHEART TIMB ER ROUGH 3 X 10 X 9' BUNDLE # 9 20 PIECES - GREENHEART T IMBER ROUGH 3 X 10 X 9' BUN DLE # 10 09 PIECES - GREENHEA RT TIMBER ROUGH 4 X 12 X 24' BUNDLE # 11 09 PIECES - GRE ENHEART TIMBER ROUGH 4 X 12X 24' BUNDLE # 12 09 PIECES - GREENHEART TIMBER ROUGH 4 X 12 X 24' BUNDLE # 13 03 PI ECES - GREENHEART TIMBER ROUGH 4 X 12 X 24' BUNDLE # 14 08 PIECES - GREENHEART TIMBER ROUGH 8 X 8 X 16' BUNDLE # 15 08 PIECES - GREENHEART TIMBER ROUGH 8 X 8 X 16'","BASILICATO NORTH AMERICA, LLC",BASILICATO NORTH AMERICA LLC,WOODPECKER TIMBERS,03/17/2025,51588,23449,Puerto Manzanillo,"Philadelphia, Pennsylvania",POLAR MEXICO,Panama,N/M,"1001 S. MYRTLE AVE. SUITE 1 CLEARWATER, FL 33756 USA 17275813593",BLOCK 'BR' THUIS'TE COVERDEN EAST BANK DEMERARA GUYANA 5926886579,33756,1,MRSU4156153,4EB0,226,PCS,19,CM,MAEU250245990, , ,510N,19425 PA0467163,SINGAPORE, ,MAEU,MAERSK LINE,MADISON,NJ,07940-0880,"2 GIRALDA FARMS, MADISON AVE.",-NOT AVAILABLE-,-NOT AVAILABLE-,GEORGETOWN
25 PIECES - GREENHEART TIMBER ROUGH 12 X 12 X 24' 25 PIECES - GREENHEART TIMBER ROUGH 12 X 12 X 24',THE PILING COMPANY,THE PILING COMPANY,WOODPECKER TIMBERS,03/17/2025,89842,40837,Puerto Manzanillo,"Philadelphia, Pennsylvania",POLAR MEXICO,Panama,N/M N/M,"106 APPLE STREET 115-A TINTON FALLS, NJ 07724 USA 12564745464",BLOCK 'BR' THUIS'TE COVERDEN EAST BANK DEMERARA GUYANA 5926886579,7724,2,MRSU3963870 MRKU2526810,4EB0 4EB0,50,PCS,33,CM,MAEU249809733, , ,510N,193887 PA0467137 193879 PA0467136,SINGAPORE, ,MAEU,MAERSK LINE,MADISON,NJ,07940-0880,"2 GIRALDA FARMS, MADISON AVE.",-NOT AVAILABLE-,-NOT AVAILABLE-,GEORGETOWN
ROUGH SAWN GREENHEART LUMBER ROUGH SAWN GREENHEART LUMBER,LUMBER DECKING COMPANY DBA TROPICAL,THE LUMBER DECKING COMPANY,SOUTH AMERICA LUMBER,03/06/2025,133136,60516,Cartagena,"New York/Newark Area, Newark, New Jersey",ZIM OPAL,Colombia,NO MARKS NO NUMBERS NO MARKS NO NUMBERS,"FOREST PRODUCTS 13876 SW 56 STREET # 175 MIAMI FLORIDA, 33175-6021 U.S.A. TEL #: 905-672-8000",44 WAIAKABRA LINDEN SOESDYKE HIGHWAY GUYANA,33175-6021,2,ZCSU7234891 FSCU8254320,4500 4500,477,PCS,1436,CF,ZIMUGTG0020099, , ,5W,CETO193566 A4231545422 CETO193569 A4231545436,HONG KONG, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,LUMBER DECKING COMPANY,EMAIL: USAIROCEAN@WILSONINTL.COM IMPORTS@TFPWOOD.COM SANGEE@TFPWOOD.COM FERNANDA@TFPWOOD.COM,GEORGETOWN - GUYA
ROUGH SAWN GREENHEART LUMBER ROUGH SAWN GREENHEART LUMBER,LUMBER DECKING COMPANY DBA,THE LUMBER DECKING COMPANY,SOUTH AMERICA LUMBER,02/28/2025,130975,59534,Port Bustamante,"Charleston, South Carolina",ZIM MOUNT OLYMPUS,Jamaica,NO MARKS NO NUMBERS NO MARKS NO NUMBERS,"TROPICAL FOREST PRODUCTS 13876 SW 56 STREET # 175 MIAMI FLORIDA, 33175-6021 U.S.A. 905-672-8000",44 WAIAKABRA LINDEN SOESDYKE HIGHWAY GUYANA,33175-6021,2,CAAU5479240 BEAU5036580,4500 4500,429,PCS,1471,CF,ZIMUGTG0020201, , ,5W,CETO193801 A4231561862 CETO193802 A4231561854,HONG KONG, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,LUMBER DECKING COMPANY,USAIROCEAN@WILLSONINTL.COM IMPORTS@TFPWOOD.COM SANGEE@TFPWOOD.COM FERNANDA@TFPWOOD.COM,GEORGETOWN - GUYA
18 PIECES - GREENHEART PILES 13-16 BUTT X 44'FREIGHT COLLECT,"BASILICATO NORTH AMERICA, LLC",BASILICATO NORTH AMERICA LLC,WOODPECKER TIMBERS,02/21/2025,62696,28498,Port Bustamante,"Port Everglades, Florida",LILA HAREN,Jamaica,NO MARKS,"1001 S. MYRTLE AVE. SUITE 1 CLEARWATER, FL 33756 USA",BLOCK 'BR' T'HUIS'TE COVERDEN EAST BANK DEMERARA GUYANA TE SOUTH AMERICA,33756,1,CAIU5847812,9500,18,PCS,0,CM,CMDUCUY0113768, , ,0AGH7,193755 C7950505,LIBERIA, ,CMDU,COMPAGNIE MARITIME D-AFFRETEMENT,NORFOLK,VA,23502,5701 LAKE WRIGHT DR,-NOT AVAILABLE-,-NOT AVAILABLE-,"GEORGETOWN, GY"
"(10 BUNDLES) GREENHEART ROUGH SAWN, AIR DRIED LUMBER -CHLOROCARDIUM RODIEI ALSO NOTIFY: RICHARD-MURRAY & CO JAN TRAMMEL -251-432-5549 FREIGHT COLLECT ALL LOCAL CHARGES AT DESTINATION FOR CONSIGNEE'S ACCOUNT SAID TO WEIGH SAID TO BE",ROBINSON LUMBER COMPANY INC.,ROBINSON LUMBER COMPANY,STS SAWMILLS INC.,02/13/2025,66050,30023,Port Bustamante,"Charleston, South Carolina",ZIM MOUNT VINSON,Jamaica,NO MARKS NO NUMBERS,"4000 TCHOUPITOULAS STREET NEW ORLEANS, LOUISIANA 70115 USA",75 IRENG PLACE BEL AIR PARK GEORGETOWN GUYANA,70115,1,TCNU4249342,4500,240,PCS,720,CF,ZIMUGTG0020037, , ,4W,CETO193588 A4231545461,HONG KONG, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,ROBINSON LUMBER COMPANY INC.,"4000 TCHOUPITOULAS STREET NEW ORLEANS, LOUISIANA 70115 USA",GEORGETOWN - GUYA
FREIGHT COLLECT ROUGH SAWN GREENHEART LUMBER - 8052BM/18.99CB,EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,VARIETY WOODS GREENHEART LTD,01/20/2025,63162,28710,Port Bustamante,"New York, New York",MARFRET GUYANE,Jamaica,EFPI PO 55634/ 55637/55644/POG/ WAXED ENDS,"PO BOX 922 578 SOUND AVENUE WADING RIVER, NY 11792 TE UNITED STATES",99 LALUNI STREET QUEENSTOWN GEORGETOWN TE GUYANA,11792,1,TCNU7222160,4500,284,PCS,0,CM,CMDUCUY0113602, , ,0UAJB,C7698735 CETO187275,FRANCE, ,CMDU,COMPAGNIE MARITIME D-AFFRETEMENT,NORFOLK,VA,23502,5701 LAKE WRIGHT DR,EVERGREEN FOREST PRODUCTS INC,"PO BOX 922 578 SOUND AVENUE WADING RIVER, NY 11792","GEORGETOWN, GY"
FREIGHT COLLECT ROUGH SAWN GREENHEART LUMBER - 8029 BM/18.94C,EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,VARIETY WOODS GREENHEART LTD,01/20/2025,60896,27680,Port Bustamante,"New York, New York",MARFRET GUYANE,Jamaica,EFPI PO 55634/55637/ 55640/55644/POG/ WAXED ENDS,"PO BOX 922 578 SOUND AVENUE WADING RIVER, NY 11792 TE UNITED STATES",99 LALUNI STREET QUEENSTOWN GEORGETOWN TE GUYANA,11792,1,BMOU6097883,4500,134,PCS,0,CM,CMDUCUY0113488, , ,0UAJB,C7698732 CETO186931,FRANCE, ,CMDU,COMPAGNIE MARITIME D-AFFRETEMENT,NORFOLK,VA,23502,5701 LAKE WRIGHT DR,EVERGREEN FOREST PRODUCTS INC,"PO BOX 922 578 SOUND AVENUE WADING RIVER, NY 11792","GEORGETOWN, GY"
