PRODUCT DESCRIPTION,IMPORTER,IMPORTER ENTITY,SHIPPER,ARRIVAL DATE,GROSS WEIGHT (LB),GROSS WEIGHT (KG),FOREIGN PORT,US PORT,VESSEL NAME,COUNTRY OF ORIGIN,MARKS &AMP; NUMBERS,CONSIGNEE ADDRESS,SHIPPER ADDRESS,ZIP CODE,NO. OF CONTAINERS,CONTAINER NUMBER,CONTAINER TYPE,QUANTITY,QUANTITY UNIT,MEASUREMENT,MEASUREMENT UNIT,BILL OF LADING,HOUSE VS MASTER,MASTER B/L,VOYAGE NUMBER,SEAL,SHIP REGISTERED IN,IN-BOND ENTRY TYPE,CARRIER CODE,CARRIER NAME,CARRIER CITY,CARRIER STATE,CARRIER ZIP,CARRIER ADDRESS,NOTIFY PARTY,NOTIFY ADDRESS,PLACE OF RECEIPT
"BUNDLES OF SAWN TIMBER AZOBE ( LOPHIRA ALATA), AD OT 713 19 FSC16-466-100% BUNDLES OF SAWN TIMBER AZOBE ( LOPHIRA ALATA), AD OT 713 19 FSC16-466-100%",TO ORDER GETMA CAMEROUN/DOUALA,TO ORDER GETMA CAMEROUN/DOUALA,GETMA CAMEROUN/DOUALA,11/07/2016,84117,38235,Algeciras,"New York/Newark Area, Newark, New Jersey",MAERSK KENSINGTON,Spain,N/M N/M,FOR ACCOUNT CFK BP. 1616 DOUALA - CAMEROUN 1-7323036049 TEL EX 1-732303 60,FOR ACCOUNT CFK BP. 1616 DOUALA - CAMEROUN 237-233430711 TEL EX 237-2334 23,1-732303,2,MSKU1089960 MRKU4916103,4EB0 4EB0,18,BDL,34,CM,SAFM769261485, , ,1610,CM0157973 CM0157972,UNITED STATES, ,SAFM,SAFMARINE CONTAINER LINES (HEREINAFTER SAFMARINE),MADISON,NJ,07940-0880,GIRALDA FARMS #2 MADISON AVE PO BOX 880,"WILLIAM G MOORE & SON,INC OF DELA",PO BOX 6309 NJ 07728 FREEHOLD,DOUALA
"SAWN TIMBER AZOBE ( LOPHIRA AL ATA), AD FSC100% OT 71310 CT16-466",TO ORDER GETMA CAMEROUN/DOUALA,TO ORDER GETMA CAMEROUN/DOUALA,GETMA CAMEROUN/DOUALA,10/31/2016,42057,19117,Algeciras,"New York/Newark Area, Newark, New Jersey",MAERSK CHICAGO,Spain,N/M,FOR ACCOUNT CFK BP. 1616 DOUALA - CAMEROUN 1-7323036049 TEL EX 1-732303 60,FOR ACCOUNT CFK BP. 1616 DOUALA - CAMEROUN 237-233430711 TEL EX 237-2334 23,1-732303,1,MSKU1495553,4EB0,9,BDL,17,CM,SAFM769254144, , ,1610,CM0158843,UNITED STATES, ,SAFM,SAFMARINE CONTAINER LINES (HEREINAFTER SAFMARINE),MADISON,NJ,07940-0880,GIRALDA FARMS #2 MADISON AVE PO BOX 880,"WILLIAM G. MOORE & SON, INC. OF D",PO. BOX 6309 NJ 07728 FREEHOLD,DOUALA
"SAWN TIMBER AZOBE ( LOPHIRA AL ATA), AD FSC100% OT 7130 0 CT 16-466",TO ORDER GETMA CAMEROUN/DOUALA,TO ORDER GETMA CAMEROUN/DOUALA,GETMA CAMEROUN/DOUALA,10/17/2016,42057,19117,Algeciras,"New York/Newark Area, Newark, New Jersey",MAERSK HARTFORD,Spain,N/M,FOR ACCOUNT CFK BP. 1616 DOUALA - CAMEROUN 1-7323036049 TEL EX 1-732303 60,FOR ACCOUNT CFK BP. 1616 DOUALA - CAMEROUN 237-233420792 TEL EX 237-2334 20,1-732303,1,MSKU8857377,4EB0,9,BDL,17,CM,SAFM769230585, , ,1608,CM0185399,UNITED STATES, ,SAFM,SAFMARINE CONTAINER LINES (HEREINAFTER SAFMARINE),MADISON,NJ,07940-0880,GIRALDA FARMS #2 MADISON AVE PO BOX 880,"WILLIAM G. MOORE & SON, INC. OF DEL",PO. BOX 6309 NJ 07728 FREEHOLD,DOUALA
"SAWN TIMBER AZOBE ( LOPHIRA AL ATA ) FSC100%, AD CTS DI VERS SAWN TIMBER AZOBE ( LOPHIRA AL ATA ) FSC100%, AD CTS DI VERS",TO ORDER GETMA CAMEROUN/DOUALA,TO ORDER GETMA CAMEROUN/DOUALA,GETMA CAMEROUN/DOUALA,10/05/2016,83527,37967,Algeciras,"New York/Newark Area, Newark, New Jersey",SEALAND WASHINGTON,Spain,N/M N/M,FOR ACCOUNT CFK BP. 1616 DOUALA - CAMEROUN 1-7323036049 TEL EX 1-73230360,FOR ACCOUNT CFK BP. 1616 DOUALA - CAMEROUN 237-233420792 TEL EX 237-233420, ,2,TCNU9061506 TRLU5928139,4EB0 4EB0,30,BDL,34,CM,SAFM769186775, , ,637W,CM0180969 CM0189860,MALTA, ,SAFM,SAFMARINE CONTAINER LINES (HEREINAFTER SAFMARINE),MADISON,NJ,07940-0880,GIRALDA FARMS #2 MADISON AVE PO BOX 880,"WILLIAM G MOORE & SON,INC OF DELA",PO BOX 6309 NJ 07728 FREEHOLD 1-7323036049 TEL EX 1-73230360,DOUALA
BUNDLES OF SAWN TIMBER AZOBE ( LOPHIRA ALATA) FSC100% MC CT 16-224 / 392 / 465,TO ORDER GETMA CAMEROUN/DOUALA,TO ORDER GETMA CAMEROUN/DOUALA,GETMA CAMEROUN/DOUALA,10/05/2016,39498,17954,Algeciras,"New York/Newark Area, Newark, New Jersey",SEALAND WASHINGTON,Spain,N/M,FOR ACCOUNT CFK BP. 1616 DOUALA - CAMEROUN 1-7323036049 TEL EX 1-73230360,FOR ACCOUNT CFK BP. 1616 DOUALA - CAMEROUN 237-233430711 TEL EX 237-233423, ,1,MSKU1672448,4EB0,13,BDL,16,CM,SAFM769200113, , ,637W,CM0158240,MALTA, ,SAFM,SAFMARINE CONTAINER LINES (HEREINAFTER SAFMARINE),MADISON,NJ,07940-0880,GIRALDA FARMS #2 MADISON AVE PO BOX 880,"WILLIAM G. MOORE & SON, INC. OF DEL",PO. BOX 6309 NJ 07728 FREEHOLD 1-7323036049 TEL EX 1-73230360,DOUALA
"SAWN TIMBER AZOBE ( LOPHIRA AL ATA) FSC100%, AD OT 71263 CT FSC16-391/392/394-100%",TO ORDER GETMA CAMEROUN/DOUALA,TO ORDER GETMA CAMEROUN/DOUALA,GETMA CAMEROUN/DOUALA,10/05/2016,41799,19000,Algeciras,"New York/Newark Area, Newark, New Jersey",SEALAND WASHINGTON,Spain,N/M,FOR ACCOUNT CFK BP. 1616 DOUALA - CAMEROUN 1-7323036049 TEL EX 1-73230360,FOR ACCOUNT CFK BP. 1616 DOUALA - CAMEROUN 237-233430711 TEL EX 237-233423, ,1,PONU7186130,4EB0,15,BDL,17,CM,SAFM769183629, , ,637W,CM0189829,MALTA, ,SAFM,SAFMARINE CONTAINER LINES (HEREINAFTER SAFMARINE),MADISON,NJ,07940-0880,GIRALDA FARMS #2 MADISON AVE PO BOX 880,"WILLIAM G. MOORE & SON, INC. OF DEL",PO. BOX 6309 NJ 07728 FREEHOLD 1-7323036049 TEL EX 1-73230360,DOUALA
"1 X 20FT CONTAINER OF 1454 PAC KAGES OF NIGERIA FOODSTUFF GARRI 10LB  197BAGS GARRI 20 LB  100BAGS GARRI 50LB  242 BAGS BEANS 10LB  157BAGS B EANS 20LB  50BAGS BEANS 50LB  70BAGS YAM FLOUR 10LB  9, 9BAGS YAM FLOUR 20LB  49BAGS YAM FLOUR 50LB  64BAGS CAS SAVA FLOUR 10LB  109BAGS SEM OVITA 10KG  49BAGS DRY BITTE R LEAF  9BAGS COCONUT CHIPS 29LB  2BAGS DRY IRU  5BAGS BROOMS  4BAGS PEANUT  100C ARTONS KULI-KULI (PEANUT CRAC, KERS) 27LB 6BAGS PALM OIL 2. 5LIT  66CARTONS PALM OIL 5LI T  75CARTONS CAMPHOR 21LB  1 BAG BUNDLES OF SAWN TIMBER AZOBE ( LOPHIRA ALATA) FSC100%, AD OT 71238 CT 16-391",TO ORDER GETMA CAMEROUN/DOUALA,TO ORDER GETMA CAMEROUN/DOUALA,GETMA CAMEROUN/DOUALA,09/08/2016,41517,18871,Algeciras,"New York/Newark Area, Newark, New Jersey",MSC KALAMATA,Spain,N/M N/M,FOR ACCOUNT CFK BP. 1616 DOUALA - CAMEROUN 1-7323036049 TEL EX 1-73230360,FOR ACCOUNT CFK BP. 1616 DOUALA - CAMEROUN 237-233430711 TEL EX 237-233423, ,1,MSKU3487840 MSKU1435683,2CB0 4EB0,20,BDL,17,CM,SAFM769171644, , ,633W,NG2040360 CM0187480,HONG KONG, ,SAFM,SAFMARINE CONTAINER LINES (HEREINAFTER SAFMARINE),MADISON,NJ,07940-0880,GIRALDA FARMS #2 MADISON AVE PO BOX 880,"WILLIAM G. MOORE & SON, INC. OF DEL",PO. BOX 6309 NJ 07728 FREEHOLD 1-7323036049 TEL EX 1-73230360,DOUALA
"BUNDLES OF SAWN TIMBER AZOBE (LOPHIRA ALATA) , AD OT 712 43 CT DIVERS",TO ORDER GETMA CAMEROUN/DOUALA,TO ORDER GETMA CAMEROUN/DOUALA,GETMA CAMEROUN/DOUALA,09/08/2016,41482,18855,Algeciras,"New York/Newark Area, Newark, New Jersey",MSC KALAMATA,Spain,N/M,FOR ACCOUNT CFK BP. 1616 DOUALA - CAMEROUN 1-7323036049 TEL EX 1-73230360,FOR ACCOUNT CFK BP. 1616 DOUALA - CAMEROUN 237-233430711 TEL EX 237-233423, ,1,MSKU1916457,4EB0,18,BDL,17,CM,SAFM769172198, , ,633W,CM0187346,HONG KONG, ,SAFM,SAFMARINE CONTAINER LINES (HEREINAFTER SAFMARINE),MADISON,NJ,07940-0880,GIRALDA FARMS #2 MADISON AVE PO BOX 880,"WILLIAM G. MOORE & SON, INC. OF DEL",PO. BOX 6309 NJ 07728 FREEHOLD 1-7323036049 TEL EX 1-73230360,DOUALA
BUNDLES OF SAWN TIMBER AZOBE ( LOPHIRA AIIATA ); AD FSC10 0% FSC 16-390-100% OT 71 218,TO ORDER BOLLORE AFRICA LOGISTICS P,BOLLORE LOGISTICS USA INC,BOLLORE AFRICA LOGISTICS P/C C F,09/08/2016,41517,18871,Algeciras,"New York/Newark Area, Newark, New Jersey",MSC KALAMATA,Spain,N/M,BP 1616-DOUALA - CAMEROUN TEL: +237 33 43 07 11 +237 795383 DR.15072386 1-7323036049 TEL EX 1-73230360,BP 1616-DOUALA - CAMEROUN TEL: +237 33 43 07 11 +237 795383 DR.15072386 237-233501283 TEL EX 237-233426, ,1,TCNU9551587,4EB0,20,BDL,17,CM,SAFM769149864, , ,633W,CM0192884,HONG KONG, ,SAFM,SAFMARINE CONTAINER LINES (HEREINAFTER SAFMARINE),MADISON,NJ,07940-0880,GIRALDA FARMS #2 MADISON AVE PO BOX 880,"WILLIAM G. MOORE & SON, INC. OF D",PO. BOX 6309 NJ 07728 FREEHOLD 1-7323036049 TEL EX 1-73230360,DOUALA
BUNDLES OF SAWN TIMBER AZOBE ( LOPHIRA AIIATA ); AD FSC 1 5543 / 16225 OT 71181,TO ORDER GETMA CAMEROUN/DOUALA,TO ORDER GETMA CAMEROUN/DOUALA,GETMA CAMEROUN/DOUALA,08/08/2016,44645,20293,South Riding Point,"New York/Newark Area, Newark, New Jersey",ARNOLD MAERSK,Bahamas,N/M,FOR ACCOUNT CFK BP. 1616 DOUALA - CAMEROUN 1-7323036049 TEL EX 1-73230360,FOR ACCOUNT CFK BP. 1616 DOUALA - CAMEROUN 237-233430711 TEL EX 237-233423, ,1,MSKU1309411,4EB0,14,BDL,18,CM,SAFM768879534, , ,630E,CM0183130,DENMARK, ,SAFM,SAFMARINE CONTAINER LINES (HEREINAFTER SAFMARINE),MADISON,NJ,07940-0880,GIRALDA FARMS #2 MADISON AVE PO BOX 880,"WILLIAM G. MOORE & SON, INC. OF D",PO. BOX 6309 NJ 07728 FREEHOLD 1-7323036049 TEL EX 1-73230360,DOUALA
"SAWN TIMBER AZOBE ( LOPHIRA AL ATA ) FSC100%, AD OT 71164 CT16-224 SAWN TIMBER AZOBE ( LOPHIRA AL ATA ) FSC100%, AD OT 71164 CT16-224",TO ORDER BOLLORE AFRICA LOGISTICS P,BOLLORE LOGISTICS USA INC,BOLLORE AFRICA LOGISTICS P/CCOMPAGN,08/03/2016,84117,38235,Algeciras,"New York/Newark Area, Newark, New Jersey",MSC KINGSTON,Spain,N/M N/M,PO BOX 1616 DOUALA CAMEROUN TEL +237 33 43 07 11 +237 79 53 83 01 1-7323036049 TEL EX 1-73230360,PO BOX 1616 DOUALA CAMEROUN TEL +237 33 43 07 11 +237 79 53 83 01 237-233430711 TEL EX 237-233423, ,2,PONU7565299 TCNU9831680,4EB0 4EB0,18,BDL,34,CM,SAFM768735834, , ,628W,CM0199922 CM0183129,HONG KONG, ,SAFM,SAFMARINE CONTAINER LINES (HEREINAFTER SAFMARINE),MADISON,NJ,07940-0880,GIRALDA FARMS #2 MADISON AVE PO BOX 880,"WILLIAM G. MOORE & SON, INC. OF DEL",PO. BOX 6309 NJ 07728 FREEHOLD 1-7323036049 TEL EX 1-73230360,DOUALA
"SAWN TIMBER AZOBE ( LOPHIRA AL ATA) FSC100%, AD OT 71168 CT FSC16-225-100%",TO ORDER GETMA CAMEROUN/DOUALA,TO ORDER GETMA CAMEROUN/DOUALA,GETMA CAMEROUN/DOUALA,07/21/2016,42057,19117,Algeciras,"New York/Newark Area, Newark, New Jersey",MSC KALAMATA,Spain,N/M,FOR ACCOUNT CFK BP. 1616 DOUALA - CAMEROUN 1-7323036049 TEL EX 1-73230360,FOR ACCOUNT CFK BP. 1616 DOUALA - CAMEROUN 237-233430711 TEL EX 237-233423, ,1,MSKU1493709,4EB0,9,BDL,17,CM,SAFM768767074, , ,626W,CM0183128,HONG KONG, ,SAFM,SAFMARINE CONTAINER LINES (HEREINAFTER SAFMARINE),MADISON,NJ,07940-0880,GIRALDA FARMS #2 MADISON AVE PO BOX 880,"WILLIAM G. MOORE & SON, INC. OF DEL",PO. BOX 6309 NJ 07728 FREEHOLD 1-7323036049 TEL EX 1-73230360,DOUALA
BUNDLES OF SAWN TIMBER AZOBE(L OPHIRA ALATA) FSC100% AD CTS DIVERS OT 71079,TO ORDER BOLLORE AFRICA LOGISTICS P,BOLLORE LOGISTICS USA INC,BOLLORE AFRICA LOGISTICS P/CCOMPAGN,04/27/2016,41371,18805,Algeciras,"New York/Newark Area, Newark, New Jersey",MSC KINGSTON,Spain,N/M,PO BOX 1616 DOUALA CAMEROUN TEL +237 33 43 07 11 +237 79 53 83 01 1-7323036049 TEL EX 1-732303 60,PO BOX 1616 DOUALA CAMEROUN TEL +237 33 43 07 11 +237 79 53 83 01 237-233430711 TEL EX 237-2334 23,0,1,TGHU8043937,4EB0,14,BDL,17,CM,SAFM768374097, , ,614W,CM0190045,HONG KONG, ,SAFM,SAFMARINE CONTAINER LINES (HEREINAFTER SAFMARINE),MADISON,NJ,07940-0880,GIRALDA FARMS #2 MADISON AVE PO BOX 880,"WILLIAM G. MOORE & SON, INC. OF DEL",PO. BOX 6309 NJ 07728 FREEHOLD 1-7323036049 TEL EX 1-732303 60,DOUALA
