PRODUCT DESCRIPTION,IMPORTER,IMPORTER ENTITY,SHIPPER,ARRIVAL DATE,GROSS WEIGHT (LB),GROSS WEIGHT (KG),FOREIGN PORT,US PORT,VESSEL NAME,COUNTRY OF ORIGIN,MARKS &AMP; NUMBERS,CONSIGNEE ADDRESS,SHIPPER ADDRESS,ZIP CODE,NO. OF CONTAINERS,CONTAINER NUMBER,CONTAINER TYPE,QUANTITY,QUANTITY UNIT,MEASUREMENT,MEASUREMENT UNIT,BILL OF LADING,HOUSE VS MASTER,MASTER B/L,VOYAGE NUMBER,SEAL,SHIP REGISTERED IN,IN-BOND ENTRY TYPE,CARRIER CODE,CARRIER NAME,CARRIER CITY,CARRIER STATE,CARRIER ZIP,CARRIER ADDRESS,NOTIFY PARTY,NOTIFY ADDRESS,PLACE OF RECEIPT,YEAR,SHIPPER_CLEANED,alan,alder,ash,azobe,balau,balsam,baromalli,beech,birch,bulletwood,burada,cabeza de mono,cara euc,cara pino,cedar,cherry,conifer,cowwood,crabwood,cuiabano pine,curupau,dakama,darina,douglas fir,drm red,dukali,ekki,elliotii pine,elliotis,elliotis pine,elliottis,eperua falcata,eucalyptus cloezina,european beech,fir,garlicwood,greenheart,guizotia abyssinica,helianthus annuus,hemlock,hickory,ipe,kabukalli,kakaralli,lauan,limonaballi,locust,maple,meraniti,meranti,mora,oak,okoume,parana,parana pine,paric,parica,pine,plantagoo vata,poplar,purpleheart,radiata,radiata pine,radim,red balau,red oak,rubber wood,safflower,sandura,sapgum,seraya,shibadan,shorea spp,soft maple,southern pine,southern yellow,spruce,sunflower,tada,tada pine,taeda,taeda pine,tatabu,tauroniro,teak,tonka bean,uruguayan pine,virola,wallaba,walnut,wamara,wamaradan,washiba,white oak,wrc,yarula,yellow poplar,imports_wood,SHIPPER_COUNTRY
"LAMINATED FLOORING ON 22 PALLETS LS; 393083 PO; 662845 HS CODE 4411132000 DELIVERY ADDRESS; BRIDGEWELL RESOURCES C/O TEXAS STAR WHSE 5200 E GRAND AVE. 75223 DALLAS, TX USA LAMINATED FLOORING ON 22 PALLETS LS; 393092 PO; 662850",BRIDGEWELL RESOURCES, ,KRONOFLOORING GMBH,2012-10-31 00:00:00,74976,34080,Bremerhaven,"Houston, Texas",PHILADELPHIA EXPRESS,Germany,NO MARKS . . . . . . . . . . NO MARKS . . .,"C/O TEXAS STAR WHSE 5200 E GRAND AVE. 75223 DALLAS, TX / USA PHONE;+1 214 821 1999",MUEHLBACHER STRASSE 1 01561 LAMPERTSWALDE GERMANY,75223,2,HLXU3537037 HLXU1075500,2210 2210,44,PKG,0, ,FMSW1121090087,H,HLCUHAM121007296,97W41,KL2361858 KL2361859,UNITED STATES, ,FMSW,FMS SEAWAYS AG,OPFIKON ZURICH, , ,SAGEREISTRASSE 24 POSTFACH 8152 GLATTBRUGG,BRIDGEWELL RESOURCESJOHN A. STEER CO.,"8020 AMERICAN WAY28 SOUTH 2ND STREET DAPHNE, ALABAMA 36526PHILADELPHIA, PA 19106 USA, PHONE; 503-872-3571, ++UNITED STATES",HAMBURG,2012,KRONOFLOORING GMBH,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Germany
"PCS 20', 25', 30' & 35' GREENHEART PILES (INV. 278) PCS GREENHEART SQUARES (INV# 277)",EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,NAZIR TROPICAL TIMBERS,2018-07-17 00:00:00,100993,45906,Haina,"New York, New York",AS ANGELINA,Dominican Republic,NO MARKS NO MARKS NO MARKS NO MARKS,578 SOUND AVE PO BOX 922 WADING RIVER NY 11792 USA,"172 SECTION C BLOCK Y GROVE EAST BANK DEMERARA, GUYANA GUY",11792,2,SMLU7962791 SMLU7964789, ,95,PCS,0, ,SMLU5303596A, , ,35,483886 G2338205 483885 G2338206,LIBERIA, ,SMLU,SEABOARD MARINE LTD,MIAMI,FL,33166,8001 NW 79TH AVE,BRAUNER INTERNATIONAL CORP,66 YORK ST FL 2 JERSEY CITY NJ 07302-3839 USA,GEORGETOWN,2018,NAZIR TROPICAL TIMBERS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Guyana
60-ROUND GREENHEART PILE60 LINEAL FEET68-ROUND GREENHEART PILES136 LINEAL FEET66--68-ROUND GREENHEART PILES337 LINEAL FEET,"WILLIAM G MOORE & SON, INC OF DELAW", ,VARIETY WOODS & GREENHEART LIMITED,2011-01-03 00:00:00,28665,13000,Demerara,"Philadelphia, Pennsylvania",BALTIC SEA,Guyana,PURCHASE ORDER #769 WGM / 7699 /P.O. PINK END,"218 SCHANCK ROAD PO BOX 6309 FREEHOLD, NJ 07728 732-303-6049","99 LALUNI STREET QUEENSTOWN GEORGETOWN, GUYANA",7728,1,NC, ,8,PCS,0, ,SOAI019GEOGLO014, , ,19, ,NORWAY,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"WILLIAM G MOORE & SON, INC OF DELAW", ,GEORGETOWN,2011,VARIETY WOODS GREENHEART LTD,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Guyana
"LAMINATED FLOORING ON 22 PALLETS LS 489454 PO 694180 LAMINATED FLOORING ON 22 PALLETS LS 489416 PO 694167 HS CODE 44119290 DELIVERY ADDRESS BRIDGEWELL RESOURCES C/O PANEL SERVICES 101 BAILEY ST. 27028 MOCKSVILLE, NC USA XX E-MAIL BWRSBPSSUPPORTBRIDGEWELLRES.COM LAMINATED FLOORING ON 22 PALLETS LS 489490 PO 694175",FR.MEYERS SOHN NORTH AMERICA LLC,FR MEYER'S SOHN NORTH AMERICA LLC,FR.MEYERS SOHN (GMBH & CO.),2013-09-05 00:00:00,106568,48440,Stade,"Charleston, South Carolina",OOCL KUALA LUMPUR,Germany,NO MARKS . . . NO MARKS . . . . . . . . . . . . NO MARKS . . .,"ONE FIRST AVENUE, SUITE 100 19611 WEST READING,PENNSYLVANIA USA PHONE/FAX (610) 396-9550/9501","GRUENER DEICH 19 20097 HAMBURG, GERMANY AS AGENT OF FMS SEAWAYS - OPFIKON - CH",19611,3,DFSU2880911 HLXU3410490 FCIU3052292,2200 2210 2200,66,PCS,0, ,HLCUHAM130777523,M, ,59W34,KL2361064 L2361064 KL2351342 L2351342 KL2361043 L2361043,SINGAPORE, ,HLCU,HAPAG LLOYD A G,HAMBURG, , ,399 HOES LN,FR.MEYERS SOHN NORTH AMERICA LLCJOHN A. STEER CO.,"28 SOUTH 2ND STREET PHILADELPHIA, PA 19106 UNITED STATES","HAMBURG, DE",2013,FR. MEYERS SOHN (GMBH & CO.),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Germany
"COCONUT OIL IN DRUMS 1 X 20' DRY CONTAINER VAN CONTAINING 15.20 MT OF CERTIFIED ORGANIC RBD COCONUT OIL, NOP CERTIFIED, PH-BIO-154 PACKED IN NEW STEEL DRUMS AS PER SPECIFICATIONS OF SC GLOBAL COCO PRODUCTS, INC. . NET WEIGHT 15.20 MT THE SAME THE SAME THE SAME THE SAME THE SAME",BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,"SC GLOBAL COCO PRODUCTS, INC.",2015-02-09 00:00:00,35904,16320,Kaohsiung,"Tacoma, Washington",EVER UNION,China Taiwan,"ORGANIC RBD COCONUT OIL ORGANIC RBD COCONUT OIL LOT NO. 060 141212 008 MFG. DATE 12/DECEMBER/2014 NET WEIGHT 190 KG. INGREDIENTS ORGANIC COCONUT OILSTORAGE CONDITIONS COOL ( 70 F/21 C) DO NOT EXPOSE TO OXYGEN, HEAT, LIGHT AND MOISTURE MANUFACTURED IN PHILIPPINES","10200 SW GREENBURG RD., STE 500 TIG ARD, OR 97223 USA TRL 503-872-3566 LOCAL 800-570-3566 TOLL FREE","NATIONAL HIGHWAY, BRGY. CARIDAD, BAYBAY CITY, LEYTE PHILIPPINES 6521",97223,1,EGSU3122821,22G1,80,DRM,25,X,EGLV061400040800, , ,0378E,EMCEHG1973,PANAMA, ,EGLV,EVERGREEN LINE,TAOYUAN HSIEN 338, , ,NO 163 SEC 1 HSIN-NAN ROAD LUCHU HSIAN,BRIDGEWELL RESOURCES FOOD & AG,"PRODUCTS DIVISION 12420 SE CARPENTER DR CLACKAMAS, OR LOCAL 800-570-3566 TOLL FREE",CEBU,2015,"SC GLOBAL COCO PRODUCTS, INC.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Philippines
22 PALLET (S) WITH URUGUAYAN PINE BLANKS KD CBM 52.16 MBF 22.098 SHIPPED ON BOARD FREIGHT PREPAID ORDER NR. 604164 NET WEIGHT 24.710 KGS WOOD PACKING MATERIALS BEING USED ARE FREE OF BARK & APPARENTLY FREE FROMLIVE PLANT PEST,BRIDGEWELL RESOURCES, ,DANK S.A.,2010-10-08 00:00:00,55088,25040,Montevideo,"Charleston, South Carolina",MSC UGANDA,Uruguay,NO MARKS SAME SAME SAME SAME SAME,PO BOX 23711 PORTLAND OR 97256 UNITED STATES,JUAN PAULLIER 1671 MONTEVIDEO 11200 URUGUAY,23711,1,CLHU8737260,4510,22,PKG,52,CM,MSCUU1304544, , ,1032R,7427017,GERMANY,00 - Consumption Category,MSCU,MSC-MEDITERRANEAN SHIPPING COMPANY S A,GENEVA, ,CH 1206,40 AVENUE EUGENE PITTARD,BRIDGEWELL RESOURCES, ,MONTEVIDEO,2010,DANK S.A.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,Uruguay
NET WEIGHT 24770 KGSNET WEIGHT 24770 KGS 44 PALLET (S) WITH URUGUAYAN PINE K/D BLANKS S2S PCS 12144 MBF 44.292 CBM 104.520 ORDER NR. 613275/613276 WOOD PACKING MATERIALS BEING USED ARE FREE OF BARK& APPARENTLY FREE FROMLIVE PLANT PEST,BRIDGEWELL RESOURCES, ,DANK S.A.,2011-03-01 00:00:00,110440,50200,Montevideo,"Charleston, South Carolina",MSC COLOMBIA,Uruguay,NO MARKS DUA 505124 SAME SAME SAME SAME,PO BOX 23711 PORTLAND OR 97256 UNITED STATES,JUAN PAULLIER 1671 MONTEVIDEO 11200 URUGUAY,23711,2,AMFU8410160 INKU6682620,4510 4510,44,BOX,104,CM,MSCUU1319815, , ,1101R,7421795 7421844,UNITED KINGDOM,00 - Consumption Category,MSCU,MSC-MEDITERRANEAN SHIPPING COMPANY S A,GENEVA, ,CH 1206,40 AVENUE EUGENE PITTARD,BRIDGEWELL RESOURCES, ,MONTEVIDEO,2011,DANK S.A.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,Uruguay
PRIMED FLAT JAMBS FROM ELLIOTIS TAEDA PINE,BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,MADEIREIRA SELEME LTDA,2013-02-13 00:00:00,40700,18500,Port Bustamante,"New Orleans, Louisiana",MSC KOREA,Jamaica,MADE IN BRAZIL,10200 SW GREENBURG RD. PORTLAND OR 97223,"AV. ENG. LOURENCO FAORO, 1221 CACADOR SC BR",97223,1,MSCU9189680,4510,22,CRT,0, ,CEVVEASY5065418,H,MSCUJ3267612,306,MSC1435191,PANAMA, ,CEVV,CEVA OCEAN LINE (NVOCC),LA GRANGE,IL,60525-8395,POST OFFICE BOX 2295, , ,KINGSTON,2013,MADEIREIRA SELEME LTDA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Brazil
22 PALLET (S) WITH URUGUAYAN PINE K/D BLNAKSS2S PCS 6039 MBF 22.026 CBM 51.970 ORDER NR644064 NET WEIGHT 24.620 KGS. WOOD PACKING MATERIALS BEING USED ARE FREE OF BARK & APPARENTLY FREE FROMLIVE PLANT PEST,BRIDGEWELL RESOURCES, ,DANK S.A.,2012-07-24 00:00:00,54890,24950,Balboa,"Oakland, California",MSC BREMEN,Panama,NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS,"10200 SW GREENBURG RD., STE. 500, T TIGARD OR 97223 UNITED STATES",JUAN PAULLIER 1671 MONTEVIDEO 11200 URUGUAY,97223,1,MSCU7191780,4510,22,PKG,51,CM,MSCUUU065068, , ,1223A,EU0001279819,LIBERIA,00 - Consumption Category,MSCU,MSC-MEDITERRANEAN SHIPPING COMPANY S A,GENEVA, ,CH 1206,40 AVENUE EUGENE PITTARD,BRIDGEWELL RESOURCES, ,MONTEVIDEO,2012,DANK S.A.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,Uruguay
"WOOD, OTHER TROPICAL,SUBHDNTE133 PACKAGES WITH 19.008 PIECES OF CLEARKD TAEDA PINE FJ PRIMED SPLIT JAMBSRECEIVED ON BOARDCONTRACT NR: PO-00649628FREIGHT PREPAIDHTS # 4409.10.40.10 HS CODE: 440910INCOTERM: CIFNCM: 4418200099 NALADI: 441820THE SOLID WOOD PACKAGING MATERIALS INTHIS SHIPMENT ARE TOTALLY FREE FROMBARK AND APPARENTLY FREE FROM LIVEPLANT PESTTHE REGULATED WOOD PACKING MATERIALHAS BEEN TREATED IN ACCORDANCE WITHTHE USDA REQUIREMENTSR. E. NO.: 12 5953344-001DDE: 2120784466 7INVOICE: 406 12NET WEIGHT: 19.850,000 KGSALSO NOTIFY: BRIDGEWELL RESOURCES LLC10200 SW GREENBURG RD.PORTLAND, OR, 97223, U.S.A.ATTN: TIA SANDBERGPHONE: (800) 784-3545FAX: (503) 238-2664E-MAIL: TSANDBERG@BRIDGEWELLRES.COMCONTINUATION CONSIGNEE:E-MAIL: TSANDBERG@BRIDGEWELLRES.COMCONTINUATION NOTIFY:E-MAIL: MAC@RICHARD-MURRAY.COMSPA: 073",BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,ARAUPEL S.A.,2012-09-04 00:00:00,43670,19850,Abaetetuba,"Jacksonville, Florida",CSAV LAJA,Brazil,ARAUPEL PO-00649628 JACKSONVILLE PRIMED SPLIT JAMBS NEST PACKAGES NBS 124 TO 156 [ NCM -------------] TGHU8080756 1 44182000 [-NCM--------------],"10200 SW GREENBURG RD. PORTLAND, OR, 97223, U.S.A. FAX:(503)238-2664","RUA GEN. CAMARA, 243 - 6O ANDAR - 90010-230 - PORTO ALEGRE - RS - BRA 3224-8022 CNPJ: 87102810001028",97223,1,TGHU8080756,4500,33,PCS,0, ,CHIWPBGAJVL00, , ,0036N,LT537223,SINGAPORE,00 - Consumption Category,CHIW,COMPANIA SUD AMERICANA DE VAPORES S A,VALPARAISO, , ,P O BOX 49 V,RICHARD MURRAY & SONS, ,ITAPOA (SANTA CAT,2012,ARAUPEL S/A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Brazil
"COCONUT OIL IN DRUMS 1 X 20' DRY CONTAINER VAN CONTAINING ORGANIC RBD COCONUT OIL, NOP CERTIFIED, PH-BIO-154 PACKED IN 1000 LITER CORRUGATED IBC WITH HEATING ELEMENT (110V) PER SPECIFICATIONS OF SC GLOBAL COCO PRODUCTS, INC. . NET WEIGHT 18.30 MT THE SAME THE SAME THE SAME THE SAME",BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,"SC GLOBAL COCO PRODUCTS, INC.",2015-08-01 00:00:00,42372,19260,Kaohsiung,"Los Angeles, California",EVER STRONG,China Taiwan,"ORGANIC RBD COCONUT OIL ORGANIC RBD COCONUT OIL LOT NO. 068 150605 008 MFG.DATE 05/JUNE/2015 NET WEIGHT 915 KG. INGREDIENTS ORGANIC COCONUT OIL STORAGE CONDITIONSCOOL ( 70 F/21 C) DO NOT EXPOSE TO OXYGEN, HEAT,LIGHT AND MOISTURE MANUFACTURED IN PHILIPPINES","10200 SW GREENBURG RD., STE 500 TIG ARD, OR 97223 USA TRL 503-872-3566 LOCAL 800-570-3566 TOLL FREE","NATIONAL HIGHWAY, BRGY. CARIDAD, BAYBAY CITY, LEYTE PHILIPPINES 6521",97223,1,EISU2250821,22G1,20,PKG,25,X,EGLV061500020207, , ,0779E,EMCAZK6434,PANAMA, ,EGLV,EVERGREEN LINE,TAOYUAN HSIEN 338, , ,NO 163 SEC 1 HSIN-NAN ROAD LUCHU HSIAN,BRIDGEWELL RESOURCES FOOD & AG,"PRODUCTS DIVISION 12420 SE CARPENTER DR CLACKAMAS, OR LOCAL 800-570-3566 TOLL FREE",CEBU,2015,"SC GLOBAL COCO PRODUCTS, INC.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Philippines
URUGUAYAN PINE K/D BLANKS S2S PCS 4837 URUGUAYAN PINE K/D BLANKS S2S PCS 3483,BRIDGEWELL RESOURCES, ,DANK S.A.,2013-05-20 00:00:00,97130,44150,Montevideo,"Houston, Texas",MONTEVIDEO EXPRESS,Uruguay,ORD INT 9848 ORD INT 9773,"10200 SW GREENBURG RD STE 500 TIGARD, OR 97223 US","JUAN PAULILIER 1671 MONTEVIDEO, UY", ,2,HLXU6508691 HLXU6136742, ,21,PKG,91,CM,SHKK858000089163,H,HLCUMVD130401195,1312N,0160806 HL0160806 0160932 HL0160932,LIBERIA, ,SHKK,SCHENKEROCEAN LIMITED,WANCHAI, , ,38 FL CHINA RESOURCES BLDG 26 HARBOUR RD, , ,"MONTEVIDEO, URUGU",2013,DANK S.A.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,Uruguay
"WOOD ROUGH, BEECH (FAGUS SPP)27 PACKAGES WITH 22.320 PIECES OF CLEAR KDTAEDA AND PARANA PINE FJ MOULDINGS AND 22PACKAGES WITH 18.396 PIECES OF CLEAR KDTAEDA PINE FJ PRIMED SPLIT JAMBSCONTRACT NR: PO-00606652 PO-00606955FREIGHT PREPAIDNCM: 4418200099THE SOLID WOOD PACKAGING MATERIALS INTHIS SHIPMENT ARE TOTALLY FREE FROM BARKAND APPARENTLY FREE FROM LIVE PLANT PESTTHE REGULATED WOOD PACKING MATERIAL HASBEEN TREATED IN ACCORDANCE WITH THE USDAREQUIREMENTSITEMS INDICATED WITH FSC AGREE TOTHE FOLLOWING SPECIFICATION:THIS PRODUCT IS CERTIFIED BY SMARTWOODPROGRAM ACCORDING TO THE PRINCIPLES &CRITERIA OF THE FOREST STEWARDSHIP COUNCIL,FSC-PURE SW-COC-001878R. E. NO.: 10 1245580-001 TO 00210 1245583-001DDE: 2100929320 6INVOICES: 512 10 534 10TGHU 805328-3 NET WEIGHT: 19.890,000 KGSGESU 429589-8 NET WEIGHT: 18.010,000 KGSTOTAL NET WEIGHT: 37.900,000 KGSCONTINUATION CONSIGNEE:E-MAIL: TSANDBERG@BRIDGEWELLRES.COMCONTINUATION NOTIFY:E-MAIL: MAC@RICHARD-MURRAY.COMALSO NOTIFY: BRIDGEWELL RESOURCES LLC10200 SW GREENBURG RD.PORTLAND, OR U.S.A.ATTN: TIA SANDBERGPHONE: (800) 784-3545 FAX: (503) 238-2664E-MAIL: TSANDBERG@BRIDGEWELLRES.COMSPA 4400-00-1002-0041WOOD ROUGH, BEECH (FAGUS SPP)BEECH WOOD (FAGUS SPP), IN THE ROUGH, WHETHER",BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,ARAUPEL S.A.,2010-10-04 00:00:00,83380,37900,Sao Francisco do Sul,"New York/Newark Area, Newark, New Jersey",CSAV LONQUEN,Brazil,TGHU 805328-3 ARAUPEL PO-00606652 PORT ELIZABETH MLDG CASING FSC PACKAGES NBS 38 TO 58 MLDG CROWN PACKAGES NBS 59 TO 64 MLDG CROWN FSC PACKAGES NBS 61 GESU 429589-8 ARAUPEL PO-00606955 PORT ELIZABETH PRIMED SPLIT JAMBS PACKAGES NBS 99 TO 107 PRIMED SPLIT JAMBS FSC PACKAGES NBS 108 TO 120 [ NCM -------------] GESU4295898 1 44182000 TGHU8053283 1 44182000 [-NCM--------------] NO MARKS,"10200 SW GREENBURG RD. PORTLAND, OR, 97223, U.S.A. (800) 784-3545 FAX: (503) 238-2664","RUA GEN. CAMARA, 243 - 6O ANDAR - 90010-230 - PORTO ALEGRE - RS - BRA 3224-8022 CNPJ: 87102810001028",97223,2,GESU4295898 TGHU8053283,4500 4500,49,PCS,0, ,CHIWPAVA8Y800, , ,1031N,LT039286 LT039284,LIBERIA,00 - Consumption Category,CHIW,COMPANIA SUD AMERICANA DE VAPORES S A,VALPARAISO, , ,P O BOX 49 V,RICHARD MURRAY & SONS, ,SAO FRANCISCO DO,2010,ARAUPEL S/A,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Brazil
URUGUAYAN PINE 23 PACKAGES WITH URUGUAYAN PINE K/D BLANKS S2S PCS 10255 MBF 41.535 CBM 98.000 WOOD ORDER NR. 728634/ 728637 DUA 574757 WOOD PACKING MATERIALS BEING USED ARE FREE OF BARK & APPARENTLY FREE FROMLIVE PLANT PEST,BRIDGEWELL RESOURCES, ,DANK S.A.,2015-01-22 00:00:00,103510,47050,Montevideo,"Houston, Texas",CSAV HOUSTON,Uruguay,NO MARKS . . . . . . .. . . .NO MARKS,"10200 SW GREENBURG RD.,STE.500, TIGARD,OR 97223-EE.UU. PH 5038723535 OR 8007843545 FX 5032382664",JUAN PAULLIER 1671 MONTEVIDEO-URUGUAY PH.59824099999 FX.59824088056,97223,2,HLXU8600560 TEMU7498020,4510 4510,23,PCS,0, ,HLCUMVD141201254, , ,1447N,HLD0419231LD0419231 HLD0416329,LUXEMBOURG, ,HLCU,HAPAG LLOYD A G,HAMBURG, , ,399 HOES LN,RICHARD MURRAY & CO. INC.,"109N CONCEPTION STREET 102 MOBILE,AL36602 INGE WENTWORTH P 2514325549 EXT.19 F 2514322810 INGERICHARD-MURRAY.COM","MONTEVIDEO, UY",2015,DANK S.A.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,Uruguay
EKKI / AZOBE HARDWOOD SAWN TIMBER,WILLIAM G. MOORE AND SON INC.,WILLIAM G. MOORE & SON INC,HUPKES WIJMA B.V.,2024-12-10 00:00:00,43340,19700,Rotterdam,"New York, New York",ELLBBRIDGE,Netherlands,NO MARKS,218 SCHANCK ROAD OF DELAWARE FREEHOLD NJ 07728 US,HAATLANDHAVEN 3 KAMPEN 8263 NL,7728,1,UNSU0063880, ,11,BDL,0, ,RSECUSNYC4110250,H,ECLK2700006514,1,TSK5960372,PORTUGAL, ,RSEC,ROSE CONTAINERLINE INC,NEW YORK,NY,10001,259 WEST 30TH ST 12TH FL,WILLIAM G. MOORE AND SON INC.,218 SCHANCK ROAD OF DELAWARE,ROTTERDAM NETHERL,2024,HUPKES WIJMA B.V.,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Netherlands
